feature,importance
location_grid_13_183_77_68,0.0
event_cause_corridor_pot_holes_bellary_road_2,0.0
event_cause_corridor_others_orr_north_1,0.0
event_cause_corridor_others_orr_west_1,0.0
event_cause_corridor_others_tumkur_road,0.0
event_cause_corridor_others_varthur_road,0.0
event_cause_corridor_others_west_of_chord_road,0.0
event_cause_corridor_pot_holes_airport_new_south_road,0.0
event_cause_corridor_pot_holes_bannerghata_road,0.0
event_cause_corridor_pot_holes_bellary_road_1,0.0
event_cause_corridor_pot_holes_cbd_1,0.0
event_cause_corridor_others_orr_east_1,0.0
event_cause_corridor_pot_holes_cbd_2,0.0
event_cause_corridor_pot_holes_hennur_main_road,0.0
event_cause_corridor_pot_holes_hosur_road,0.0
event_cause_corridor_pot_holes_irr_thanisandra_road,0.0
event_cause_corridor_pot_holes_magadi_road,0.0
event_cause_corridor_pot_holes_non_corridor,0.0
event_cause_corridor_pot_holes_old_airport_road,0.0
event_cause_corridor_pot_holes_old_madras_road,0.0
event_cause_corridor_others_orr_east_2,0.0
event_cause_corridor_others_old_madras_road,0.0
event_cause_corridor_construction_old_airport_road,0.0
event_cause_corridor_debris_bellary_road_2,0.0
event_cause_corridor_construction_old_madras_road,0.0
event_cause_corridor_construction_orr_east_1,0.0
event_cause_corridor_construction_orr_north_1,0.0
event_cause_corridor_construction_orr_north_2,0.0
event_cause_corridor_construction_orr_west_1,0.0
event_cause_corridor_construction_tumkur_road,0.0
event_cause_corridor_construction_varthur_road,0.0
event_cause_corridor_construction_west_of_chord_road,0.0
event_cause_corridor_debris_non_corridor,0.0
event_cause_corridor_others_old_airport_road,0.0
event_cause_corridor_others_airport_new_south_road,0.0
event_cause_corridor_others_bannerghata_road,0.0
event_cause_corridor_others_bellary_road_2,0.0
event_cause_corridor_others_cbd_2,0.0
event_cause_corridor_others_hennur_main_road,0.0
event_cause_corridor_others_hosur_road,0.0
event_cause_corridor_others_irr_thanisandra_road,0.0
event_cause_corridor_others_magadi_road,0.0
location_grid_13_184_77_566,0.0
location_grid_13_183_77_574,0.0
location_grid_13_0_77_551,0.0
location_grid_13_107_77_603,0.0
location_grid_13_103_77_599,0.0
location_grid_13_103_77_6,0.0
location_grid_13_103_77_625,0.0
location_grid_13_104_77_601,0.0
location_grid_13_106_77_6,0.0
location_grid_13_106_77_601,0.0
location_grid_13_107_77_601,0.0
location_grid_13_107_77_602,0.0
location_grid_13_109_77_309,0.0
location_grid_13_102_77_587,0.0
location_grid_13_109_77_58,0.0
location_grid_13_109_77_604,0.0
location_grid_13_111_77_58,0.0
location_grid_13_111_77_604,0.0
location_grid_13_112_77_605,0.0
location_grid_13_114_77_607,0.0
location_grid_13_116_77_578,0.0
location_grid_13_116_77_607,0.0
location_grid_13_103_77_586,0.0
location_grid_13_102_77_586,0.0
location_grid_13_117_77_609,0.0
